1,8.462756547,7.739295145,3.072308396,5.988398605,1.545231369,5.560786501,6.450209963,2.56297948,3.580452526,9.670820553,4.276581911,2.031527329,8.049412494,8.368088683,2.515323753,3.591809342,2.737192433,1.385856592,7.61711828
2,1.962965133,9.552481392,8.28984172,6.418308998,3.157828124,0.345185028,2.7268206,5.910474686,2.119305751,7.735313728,6.649902629,9.089782207,7.593629163,5.31329611,9.808613396,1.624082958,4.052955866,5.085725549,7.258008597
3,7.373961714,1.146013678,0.762334899,5.951940517,7.564391821,7.800198868,5.166243634,7.427417147,7.276936118,8.306733367,5.863631654,6.258660981,6.120822668,1.101802475,6.968836671,2.490395143,1.381706242,8.335018754,0.167720844
4,7.949096004,7.243161534,6.736860197,7.258350659,4.959238788,5.16299452,9.739947633,6.700117687,3.518836315,7.155874217,3.319021196,6.865678956,5.391023701,1.816785864,9.911129115,8.967490716,5.923785846,1.212795296,1.474978953
5,1.422854094,6.766063543,4.709451382,6.48135932,5.670070773,0.592904029,4.092383964,6.86911478,0.103518278,3.3913537,6.441185456,4.493980091,8.355011698,8.936205278,4.342919813,4.643361007,6.72847433,6.092015716,1.73923049
6,6.27519363,7.158939703,4.909158204,7.016049025,0.489379741,4.700156562,3.951021779,2.490494263,6.573483266,2.921996344,5.335020985,9.855586175,6.988239787,4.502680751,7.157492344,3.713233889,3.668933477,7.20487183,5.188452463
7,3.147552458,7.705989704,1.592468383,8.64305092,0.303276767,8.740463156,6.192398066,1.564524322,3.455482682,2.700631693,3.485637981,0.58349826,5.741493099,3.064168727,6.526020386,9.048392909,6.077999441,0.433008687,7.183053075
8,5.856020279,9.975690149,8.636399968,0.255681977,1.823574067,5.577443912,3.947487785,3.942969805,7.009542148,1.382143734,2.843818175,8.640690649,0.061589678,8.565339035,0.121925571,8.841795002,1.453373363,6.358044751,4.078010193
9,4.291415154,8.87521011,4.184369304,9.514364154,7.772441202,7.837933231,3.845938331,5.667476852,9.852330372,7.746322188,5.386551,3.594053796,5.885442335,7.286463184,1.58697351,5.752374355,5.588018845,1.933454798,3.0532374
10,0.381244399,6.577812545,1.727862058,3.065567395,8.582838218,7.351352242,8.129523936,2.489151865,0.362429419,2.39826146,0.671765476,6.535796686,1.075527558,6.628342895,6.317743675,4.155546634,0.609654252,5.736495164,0.290468948
11,6.35034725,0.815271108,6.143328849,9.739903241,0.670318641,3.584791428,3.598286726,5.807387294,7.366912603,8.999727012,2.083603527,9.275428935,1.606931201,4.721680796,1.787930486,7.435067249,9.158893235,4.902282216,8.389925426
12,7.998816975,6.952773013,2.418438935,1.927481015,4.384382334,3.84590446,2.091411965,1.333742139,4.192245344,3.539500801,5.210739752,3.497553503,7.46007158,7.935541926,2.97432647,3.036712569,1.993430499,9.855816632,7.05315368
13,4.110290999,7.470187095,3.374470875,4.505232586,9.542216301,6.781981744,4.493069683,4.090126776,8.777171401,6.647659529,3.819072126,7.222856747,3.964988566,4.265335337,0.591264203,3.410723955,3.552939393,9.129246789,6.238583217
14,5.285093091,4.233787642,7.176768075,4.180071761,8.340744501,8.460044268,1.31685916,9.615019827,7.450061254,9.904552829,0.83495233,2.081110714,6.350853253,6.241594442,8.913463803,5.858314892,4.327978524,9.3651678,6.851947292
15,1.967186202,4.770643104,2.768162237,7.725843243,2.522443859,4.010375623,9.938674275,1.266741854,2.733922558,0.774781352,2.723695521,1.651314035,6.53790926,1.734329672,3.041516846,5.043940904,1.705978664,5.177614443,3.626983585
16,9.775432843,7.641766801,5.244013547,8.181878215,1.749564001,0.795078356,5.762353413,1.654458374,1.251496302,6.482850389,9.93183589,8.449579356,9.217631093,4.499481921,4.960830423,7.67525969,6.989129683,0.028368543,5.74475287
17,0.076630467,1.898862095,8.629710665,0.644531856,1.501082597,2.93982464,2.391788864,8.846403549,3.745129576,2.99397343,7.645619024,2.576054692,2.344655345,4.615563038,1.453460455,0.811562897,3.510542944,6.785647977,2.815718614
18,2.713704583,7.804686366,6.241258977,0.647765523,0.236148235,8.835517759,7.834588877,3.749577723,0.958416858,1.737118781,0.972584703,2.329757896,6.468538767,8.595399493,0.928230614,3.644176526,7.911721646,8.726465522,2.309111384
19,1.205022811,9.127839277,1.574620824,2.592201984,7.113210893,3.009148148,5.766524778,8.223865564,5.615442249,5.73817889,4.417272309,6.208549338,6.906572094,2.315249324,5.460055003,5.502747065,7.049674251,3.124460147,7.234833778
20,4.717369568,1.604014122,1.912501108,0.927826587,4.697959757,4.977011406,0.736013891,5.132023206,1.079527433,8.588542941,9.057337501,2.090545537,0.206025574,8.161340559,7.39325883,6.355525138,5.546727154,9.716821255,9.974970642
21,6.142299114,8.373612704,0.867353923,5.905284678,3.678974902,3.060314208,2.862366199,6.967538029,0.517995103,9.134099514,7.750700913,4.686033111,0.306798877,3.757427776,1.294571336,6.842974024,8.912621791,6.21162003,9.993214179
22,4.391113569,9.755109174,2.575340173,9.164803445,4.008556635,7.617849439,5.172597935,9.273380327,1.079376287,1.14284307,6.239586967,9.498357331,7.970299628,6.746166939,1.468146571,9.496201878,5.068769525,3.572614027,3.043809895
23,6.907824049,3.891008592,1.422455035,4.299436029,9.010224088,0.651674021,6.574033181,9.724962944,1.40925223,6.703650315,5.794941441,2.566334347,9.085855437,8.026927935,4.89930644,3.799944505,5.435726607,4.268688752,7.90568109
24,0.040539265,3.685243752,1.989801076,3.796103214,9.165925325,0.14469007,7.093171733,1.929401627,0.073542813,5.981014844,9.603336779,8.426708361,6.436790595,1.132570653,5.554324637,4.924902997,6.51896639,6.181091981,5.956789348
25,1.056465717,0.788334057,3.547291961,7.247929915,4.290796489,4.288141795,8.204192501,3.373008184,8.281681991,1.130081779,1.173865643,9.084575323,7.214158377,2.779332476,5.772013034,2.637861805,5.325912583,4.087028094,7.264043761
26,6.202831413,4.646591573,9.390110076,4.527993619,9.111514665,9.739232447,6.50655194,5.579104016,4.192572062,2.916770177,0.552262812,4.942954152,3.605906599,0.92034468,7.309467833,2.87658231,6.073092135,9.18938301,4.501932403
27,9.388862215,4.640546243,8.065379298,2.282592999,3.593182849,3.201169054,6.601203046,8.441002501,7.049984974,0.159249413,0.490706818,4.468113218,2.587847575,1.079163997,8.342740674,5.725375757,4.812169518,5.552458075,1.386905903
28,9.118333111,9.468440574,5.672403407,2.989106652,2.28390936,2.022173783,6.128237535,0.234259589,5.712164644,7.071201097,5.827007309,3.630027987,4.199280266,6.25166913,3.058321226,9.418625699,2.808961254,2.493749695,7.405888086
29,2.67648641,6.495615869,9.406662702,6.060684712,2.680628292,8.486917183,0.947908372,6.18914598,3.90950957,3.747909063,3.634269147,7.938120202,3.196068973,4.70142387,9.648153464,5.51221367,7.65576714,7.226620615,6.557777087
30,7.80536855,9.611556742,2.621269221,6.003632603,8.456211114,0.608273604,2.908421535,6.335184454,9.612899322,1.6213138,5.277823298,0.446023782,3.675413332,1.04917829,7.392785121,5.914859392,6.751428497,4.438868953,8.58639021
